agent,attribute,value
convai_agent_96,pusr,0.032505
convai_agent_97,pusr,0.038487
convai_agent_98,pusr,0.051674
convai_agent_99,pusr,0.028703
convai_agent_100,pusr,0.04507
convai_agent_101,pusr,0.046891
convai_agent_102,pusr,0.048678
convai_agent_103,pusr,0.041981
convai_agent_104,pusr,0.016139
convai_agent_105,pusr,0.033023
convai_agent_106,pusr,0.017572
convai_agent_107,pusr,0.032886
convai_agent_108,pusr,0.029045
convai_agent_109,pusr,0.06379
convai_agent_110,pusr,0.001131
convai_agent_111,pusr,0.001286
convai_agent_112,pusr,0.060475
convai_agent_113,pusr,0.026284
convai_agent_114,pusr,0.070552
convai_agent_115,pusr,0.026648
convai_agent_116,pusr,0.007169
convai_agent_117,pusr,0.024628
convai_agent_118,pusr,0.023388
convai_agent_119,pusr,0.00921
convai_agent_120,pusr,0.080177
convai_agent_121,pusr,0.021558
convai_agent_122,pusr,0.07389
convai_agent_123,pusr,0.031956
convai_agent_124,pusr,0.021828
convai_agent_125,pusr,0.062195
convai_agent_126,pusr,0.032167
convai_agent_127,pusr,0.026855
convai_agent_128,pusr,0.073257
convai_agent_129,pusr,0.079021
convai_agent_130,pusr,0.008849
convai_agent_131,pusr,0.046205
convai_agent_132,pusr,0.015809
convai_agent_133,pusr,0.033203
convai_agent_134,pusr,0.013869
convai_agent_135,pusr,0.046164
convai_agent_136,pusr,0.093732
convai_agent_137,pusr,0.079495
convai_agent_138,pusr,0.027259
convai_agent_139,pusr,0.022938
convai_agent_140,pusr,0.026004
convai_agent_141,pusr,0.023384
convai_agent_142,pusr,0.019905
convai_agent_143,pusr,0.036549
convai_agent_144,pusr,0.076356
convai_agent_145,pusr,0.066823
convai_agent_146,pusr,0.048931
convai_agent_147,pusr,0.031122
convai_agent_148,pusr,0.055881
convai_agent_149,pusr,0.064265
convai_agent_150,pusr,0.04175
convai_agent_151,pusr,0.045868
convai_agent_152,pusr,0.020307
convai_agent_153,pusr,0.036277
convai_agent_154,pusr,0.008073
convai_agent_155,pusr,0.079119
convai_agent_156,pusr,0.026603
convai_agent_157,pusr,0.051592
convai_agent_158,pusr,0.054937
convai_agent_159,pusr,0.025031
convai_agent_160,pusr,0.004816
convai_agent_161,pusr,0.091445
convai_agent_162,pusr,0.079729
convai_agent_163,pusr,0.007768
convai_agent_164,pusr,0.039468
convai_agent_165,pusr,0.099365
convai_agent_166,pusr,0.065843
convai_agent_167,pusr,0.072063
convai_agent_168,pusr,0.058071
convai_agent_169,pusr,0.014301
convai_agent_170,pusr,0.064246
convai_agent_171,pusr,0.066838
convai_agent_172,pusr,0.065223
convai_agent_173,pusr,0.072347
convai_agent_174,pusr,0.02367
convai_agent_175,pusr,0.022728
convai_agent_176,pusr,0.063972
convai_agent_177,pusr,0.057293
convai_agent_178,pusr,0.025453
convai_agent_179,pusr,0.026305
convai_agent_180,pusr,0.060711
convai_agent_181,pusr,0.055192
convai_agent_182,pusr,0.079848
convai_agent_183,pusr,0.036066
convai_agent_184,pusr,0.046081
convai_agent_185,pusr,0.04111
convai_agent_186,pusr,0.045933
convai_agent_187,pusr,0.061274
convai_agent_188,pusr,0.074877
convai_agent_189,pusr,0.026507
convai_agent_190,pusr,0.012878
convai_agent_191,pusr,0.024152
convai_agent_192,pusr,0.009318
convai_agent_193,pusr,0.058688
convai_agent_194,pusr,0.044694
convai_agent_195,pusr,0.073622
convai_agent_196,pusr,0.066391
convai_agent_197,pusr,0.007376
convai_agent_198,pusr,0.053874
convai_agent_199,pusr,0.008053
convai_agent_200,pusr,0.0565
convai_agent_201,pusr,0.054966
convai_agent_202,pusr,0.042652
convai_agent_203,pusr,0.072262
convai_agent_204,pusr,0.034193
convai_agent_205,pusr,0.057881
convai_agent_206,pusr,0.047952
convai_agent_207,pusr,0.035788
convai_agent_208,pusr,0.073468
convai_agent_209,pusr,0.069187
convai_agent_210,pusr,0.034331
convai_agent_211,pusr,0.050936
convai_agent_212,pusr,0.030694
convai_agent_213,pusr,0.031738
convai_agent_214,pusr,0.026824
convai_agent_215,pusr,0.056408
convai_agent_216,pusr,0.060407
convai_agent_217,pusr,0.064841
convai_agent_218,pusr,0.062077
convai_agent_219,pusr,0.063687
convai_agent_220,pusr,0.013034
convai_agent_221,pusr,0.039929
convai_agent_222,pusr,0.075533
convai_agent_223,pusr,0.052291
convai_agent_224,pusr,0.0408
convai_agent_225,pusr,0.0577
convai_agent_226,pusr,0.023699
convai_agent_227,pusr,0.0626
convai_agent_228,pusr,0.051275
convai_agent_229,pusr,0.050976
convai_agent_230,pusr,0.026135
convai_agent_231,pusr,0.077211
convai_agent_232,pusr,0.012206
convai_agent_233,pusr,0.099575
convai_agent_234,pusr,0.07301
convai_agent_235,pusr,0.059227
convai_agent_236,pusr,0.069175
convai_agent_237,pusr,0.061955
convai_agent_238,pusr,0.060022
convai_agent_239,pusr,0.040299
convai_agent_240,pusr,0.03867
convai_agent_241,pusr,0.038813
convai_agent_242,pusr,0.018697
convai_agent_243,pusr,0.070435
convai_agent_244,pusr,0.046235
convai_agent_245,pusr,0.099969
convai_agent_246,pusr,0.08
convai_agent_247,pusr,0.1
convai_agent_248,pusr,0.073385
convai_agent_249,pusr,0.043512
convai_agent_250,pusr,0.1
convai_agent_251,pusr,0.064936
convai_agent_252,pusr,0.072981
convai_agent_253,pusr,0.018471
convai_agent_254,pusr,0.040105
convai_agent_255,pusr,0.05716
convai_agent_256,pusr,0.061069
convai_agent_257,pusr,0.044181
convai_agent_258,pusr,0.079276
convai_agent_259,pusr,0.035411
convai_agent_260,pusr,0.074698
convai_agent_261,pusr,0.070585
convai_agent_262,pusr,0.1
convai_agent_263,pusr,0.069321
convai_agent_264,pusr,0.03707
convai_agent_265,pusr,0.00619
convai_agent_266,pusr,0.068592
convai_agent_267,pusr,0.1
convai_agent_268,pusr,0.051551
convai_agent_269,pusr,0.02333
convai_agent_270,pusr,0.027099
convai_agent_271,pusr,0.04929
convai_agent_272,pusr,0.073958
convai_agent_273,pusr,0.057015
convai_agent_274,pusr,0.043598
convai_agent_275,pusr,0.070607
convai_agent_276,pusr,0.07916
convai_agent_277,pusr,0.055346
convai_agent_278,pusr,0.059828
convai_agent_279,pusr,0.040525
convai_agent_280,pusr,0.066652
convai_agent_281,pusr,0.1
convai_agent_282,pusr,0.006297
convai_agent_283,pusr,0.041276
convai_agent_284,pusr,0.0141
convai_agent_285,pusr,0.064008
convai_agent_286,pusr,0.058105
convai_agent_287,pusr,0.079682
convai_agent_288,pusr,0.040524
convai_agent_289,pusr,0.056482
convai_agent_290,pusr,0.077667
convai_agent_291,pusr,0.024925
convai_agent_292,pusr,0.048819
convai_agent_293,pusr,0.075996
convai_agent_294,pusr,0.026725
convai_agent_295,pusr,0.047125
convai_agent_296,pusr,0.018693
convai_agent_297,pusr,0.067964
convai_agent_298,pusr,0.064119
convai_agent_299,pusr,0.047817
convai_agent_300,pusr,0.02368
convai_agent_301,pusr,0.059018
convai_agent_302,pusr,0.058224
convai_agent_303,pusr,0.010424
convai_agent_304,pusr,0.04588
convai_agent_305,pusr,0.050261
convai_agent_306,pusr,0.069698
convai_agent_307,pusr,0.038172
convai_agent_308,pusr,0.05007
convai_agent_309,pusr,0.021874
convai_agent_310,pusr,0.072119
convai_agent_311,pusr,0.051825
convai_agent_312,pusr,0.044512
convai_agent_313,pusr,0.065528
convai_agent_314,pusr,0.062635
convai_agent_315,pusr,0.020477
convai_agent_316,pusr,0.06746
convai_agent_317,pusr,0.034973
convai_agent_318,pusr,0.033361
convai_agent_319,pusr,0.014814
convai_agent_320,pusr,0.040141
convai_agent_321,pusr,0.067409
convai_agent_322,pusr,0.078976
convai_agent_323,pusr,0.058592
convai_agent_324,pusr,0.063743
convai_agent_325,pusr,0.063158
convai_agent_326,pusr,0.057987
convai_agent_327,pusr,0.046215
convai_agent_328,pusr,0.023425
convai_agent_329,pusr,0.062045
convai_agent_330,pusr,0.034497
convai_agent_331,pusr,0.011317
convai_agent_332,pusr,0.07416
convai_agent_333,pusr,0.051943
convai_agent_334,pusr,0.026563
convai_agent_335,pusr,0.009823
convai_agent_336,pusr,0.046436
convai_agent_337,pusr,0.057572
convai_agent_338,pusr,0.018514
convai_agent_339,pusr,0.048972
convai_agent_340,pusr,0.003944
convai_agent_341,pusr,0.013311
convai_agent_342,pusr,0.064795
convai_agent_343,pusr,0.01955
convai_agent_344,pusr,0.006955
convai_agent_345,pusr,0.017031
convai_agent_346,pusr,0.014196
convai_agent_347,pusr,0.053141
convai_agent_348,pusr,0.023228
convai_agent_349,pusr,0.025081
convai_agent_350,pusr,0.061893
convai_agent_351,pusr,0.023206
convai_agent_352,pusr,0.010969
convai_agent_353,pusr,0.030812
convai_agent_354,pusr,0.023576
convai_agent_355,pusr,0.042834
convai_agent_356,pusr,0.036371
convai_agent_357,pusr,0.042648
convai_agent_358,pusr,0.031728
convai_agent_359,pusr,0.046962
convai_agent_360,pusr,0.024133
convai_agent_361,pusr,0.020225
convai_agent_362,pusr,0.038307
convai_agent_363,pusr,0.012163
convai_agent_364,pusr,0.045657
convai_agent_365,pusr,0.059012
convai_agent_366,pusr,0.027641
convai_agent_367,pusr,0.026777
convai_agent_368,pusr,0.043205
convai_agent_369,pusr,0.076623
convai_agent_370,pusr,0.050113
convai_agent_371,pusr,0.010705
convai_agent_372,pusr,0.004954
convai_agent_373,pusr,0.010691
convai_agent_374,pusr,0.036686
convai_agent_375,pusr,0.007481
convai_agent_376,pusr,0.025692
convai_agent_377,pusr,0.070682
convai_agent_378,pusr,0.035351
convai_agent_379,pusr,0.012549
convai_agent_380,pusr,0.076535
convai_agent_381,pusr,0.067147
convai_agent_382,pusr,0.024262
convai_agent_383,pusr,0.020609
convai_agent_384,pusr,0.01047
convai_agent_385,pusr,0.015571
convai_agent_386,pusr,0.01883
convai_agent_387,pusr,0.016437
convai_agent_388,pusr,0.063935
convai_agent_389,pusr,0.007907
convai_agent_390,pusr,0.065978
convai_agent_391,pusr,0.042705
convai_agent_392,pusr,0.009624
convai_agent_393,pusr,0.01751
convai_agent_394,pusr,0.091412
convai_agent_395,pusr,0.04367
convai_agent_396,pusr,0.029302
convai_agent_397,pusr,0.010435
convai_agent_398,pusr,0.022176
convai_agent_399,pusr,0.005742
convai_agent_400,pusr,0.066076
convai_agent_401,pusr,0.006851
convai_agent_402,pusr,0.0281
convai_agent_403,pusr,0.022416
convai_agent_404,pusr,0.079999
convai_agent_405,pusr,0.026781
convai_agent_406,pusr,0.048427
convai_agent_407,pusr,0.045496
convai_agent_408,pusr,0.06748
convai_agent_409,pusr,0.06528
convai_agent_410,pusr,0.017866
convai_agent_411,pusr,0.063282
convai_agent_412,pusr,0.008408
convai_agent_413,pusr,0.07057
convai_agent_414,pusr,0.049436
convai_agent_415,pusr,0.026301
convai_agent_416,pusr,0.072696
convai_agent_417,pusr,0.005595
convai_agent_418,pusr,0.003757
convai_agent_419,pusr,0.028228
convai_agent_420,pusr,0.029828
convai_agent_421,pusr,0.03248
convai_agent_422,pusr,0.006677
convai_agent_423,pusr,0.029346
convai_agent_424,pusr,0.012574
convai_agent_425,pusr,0.008564
convai_agent_426,pusr,0.007379
convai_agent_427,pusr,0.031775
convai_agent_428,pusr,0.062845
convai_agent_429,pusr,0.03633
convai_agent_430,pusr,0.020727
convai_agent_431,pusr,0.061421
convai_agent_432,pusr,0.067106
convai_agent_433,pusr,0.040829
convai_agent_434,pusr,0.059323
convai_agent_435,pusr,0.083674
convai_agent_436,pusr,0.057172
convai_agent_437,pusr,0.006753
convai_agent_438,pusr,0.026985
convai_agent_439,pusr,0.058243
convai_agent_440,pusr,0.047297
convai_agent_441,pusr,0.048329
convai_agent_442,pusr,0.041374
convai_agent_443,pusr,0.063275
convai_agent_444,pusr,0.065142
convai_agent_445,pusr,0.063039
convai_agent_446,pusr,0.063995
convai_agent_447,pusr,0.036328
convai_agent_448,pusr,0.030268
convai_agent_449,pusr,0.038898
convai_agent_450,pusr,0.034858
convai_agent_451,pusr,0.06551
convai_agent_452,pusr,0.075366
convai_agent_453,pusr,0.008741
convai_agent_454,pusr,0.014859
convai_agent_455,pusr,0.009434
convai_agent_456,pusr,0.072614
convai_agent_457,pusr,0.007307
convai_agent_458,pusr,0.003766
convai_agent_459,pusr,0.031269
convai_agent_460,pusr,0.037971
convai_agent_461,pusr,0.048151
convai_agent_462,pusr,0.032186
convai_agent_463,pusr,0.011516
convai_agent_464,pusr,0.07401
convai_agent_465,pusr,0.055553
convai_agent_466,pusr,0.017631
convai_agent_467,pusr,0.079989
convai_agent_468,pusr,0.02479
convai_agent_469,pusr,0.066874
convai_agent_470,pusr,0.033083
convai_agent_471,pusr,0.044441
convai_agent_472,pusr,0.025535
convai_agent_473,pusr,0.028215
convai_agent_474,pusr,0.061166
convai_agent_475,pusr,0.038915
convai_agent_476,pusr,0.024426
convai_agent_477,pusr,0.017502
convai_agent_478,pusr,0.056844
convai_agent_479,pusr,0.013243
convai_agent_480,pusr,0.017269
convai_agent_481,pusr,0.05059
convai_agent_482,pusr,0.069993
convai_agent_483,pusr,0.063741
convai_agent_484,pusr,0.041514
convai_agent_485,pusr,0.025785
convai_agent_486,pusr,0.066484
convai_agent_487,pusr,0.000887
convai_agent_488,pusr,0.027792
convai_agent_489,pusr,0.056176
convai_agent_490,pusr,0.038483
convai_agent_491,pusr,0.056958
convai_agent_492,pusr,0.023535
convai_agent_493,pusr,0.077696
convai_agent_494,pusr,0.01976
convai_agent_495,pusr,0.008462
convai_agent_496,pusr,0.071553
convai_agent_497,pusr,0.01534
convai_agent_498,pusr,0.006628
convai_agent_499,pusr,0.004732
convai_agent_500,pusr,0.020225
convai_agent_501,pusr,0.021291
convai_agent_502,pusr,0.015838
convai_agent_503,pusr,0.009562
convai_agent_504,pusr,0.065448
convai_agent_505,pusr,0.0193
convai_agent_506,pusr,0.002721
convai_agent_507,pusr,0.021282
convai_agent_508,pusr,0.035063
convai_agent_509,pusr,0.012009
convai_agent_510,pusr,0.006645
convai_agent_511,pusr,0.007835
convai_agent_512,pusr,0.022163
convai_agent_513,pusr,0.011207
convai_agent_514,pusr,0.014377
convai_agent_515,pusr,0.002922
convai_agent_516,pusr,0.0
convai_agent_517,pusr,0.000523
convai_agent_518,pusr,0.024908
convai_agent_519,pusr,0.00512
convai_agent_520,pusr,0.018155
convai_agent_521,pusr,0.002229
convai_agent_522,pusr,0.029792
convai_agent_523,pusr,0.1
convai_agent_524,pusr,0.001561
convai_agent_525,pusr,0.017408
convai_agent_526,pusr,0.054663
convai_agent_527,pusr,0.079998
convai_agent_528,pusr,0.052767
convai_agent_529,pusr,0.010553
convai_agent_530,pusr,0.007238
convai_agent_531,pusr,0.052759
convai_agent_532,pusr,0.015803
convai_agent_533,pusr,0.007083
convai_agent_534,pusr,0.065707
convai_agent_535,pusr,0.016851
convai_agent_536,pusr,0.010288
convai_agent_537,pusr,0.033447
convai_agent_538,pusr,0.075546
convai_agent_539,pusr,0.062381
convai_agent_540,pusr,0.070977
convai_agent_541,pusr,0.035446
convai_agent_542,pusr,0.042581
convai_agent_543,pusr,0.033832
convai_agent_544,pusr,0.019784
convai_agent_545,pusr,0.070111
convai_agent_546,pusr,0.033638
convai_agent_547,pusr,0.018734
convai_agent_548,pusr,0.007994
convai_agent_549,pusr,0.007931
convai_agent_550,pusr,0.038513
convai_agent_551,pusr,0.025841
convai_agent_552,pusr,0.031356
convai_agent_553,pusr,0.039555
convai_agent_554,pusr,0.038034
convai_agent_555,pusr,0.046935
convai_agent_556,pusr,0.02701
convai_agent_557,pusr,0.004553
convai_agent_558,pusr,0.044455
convai_agent_559,pusr,0.062776
convai_agent_560,pusr,0.055081
convai_agent_561,pusr,0.03869
convai_agent_562,pusr,0.077336
convai_agent_563,pusr,0.078425
convai_agent_564,pusr,0.062835
convai_agent_565,pusr,0.027818
convai_agent_566,pusr,0.042145
convai_agent_567,pusr,0.01693
convai_agent_568,pusr,0.057973
convai_agent_569,pusr,0.03476
convai_agent_570,pusr,0.025586
convai_agent_571,pusr,0.065736
convai_agent_572,pusr,0.007038
convai_agent_573,pusr,0.051221
convai_agent_574,pusr,0.054163
convai_agent_575,pusr,0.033564
convai_agent_576,pusr,0.027363
convai_agent_577,pusr,0.004735
convai_agent_578,pusr,0.025559
convai_agent_579,pusr,0.099571
convai_agent_580,pusr,0.036462
convai_agent_581,pusr,0.014627
convai_agent_582,pusr,0.020488
convai_agent_583,pusr,0.027291
convai_agent_584,pusr,0.033434
convai_agent_585,pusr,0.076973
convai_agent_586,pusr,0.034076
convai_agent_587,pusr,0.034798
convai_agent_588,pusr,0.070315
convai_agent_589,pusr,0.028118
convai_agent_590,pusr,0.034892
convai_agent_591,pusr,0.072792
convai_agent_592,pusr,0.065466
convai_agent_593,pusr,0.01691
convai_agent_594,pusr,0.041207
convai_agent_595,pusr,0.03361
convai_agent_596,pusr,0.043326
convai_agent_597,pusr,0.063575
convai_agent_598,pusr,0.058445
convai_agent_599,pusr,0.049844
convai_agent_600,pusr,0.010867
convai_agent_601,pusr,0.031094
convai_agent_602,pusr,0.023257
convai_agent_603,pusr,0.098029
convai_agent_604,pusr,0.021499
convai_agent_605,pusr,0.075121
convai_agent_606,pusr,0.058911
convai_agent_607,pusr,0.028841
convai_agent_608,pusr,0.052332
convai_agent_609,pusr,0.038713
convai_agent_610,pusr,0.004409
convai_agent_611,pusr,0.065601
convai_agent_612,pusr,0.051683
convai_agent_613,pusr,0.052844
convai_agent_614,pusr,0.053707
convai_agent_615,pusr,0.063865
convai_agent_616,pusr,0.048082
convai_agent_617,pusr,0.021358
convai_agent_618,pusr,0.053621
convai_agent_619,pusr,0.011391
convai_agent_620,pusr,0.058425
convai_agent_621,pusr,0.009934
convai_agent_622,pusr,0.001034
convai_agent_623,pusr,0.079764
convai_agent_624,pusr,0.036551
convai_agent_625,pusr,0.061716
convai_agent_626,pusr,0.013581
convai_agent_627,pusr,0.043361
convai_agent_628,pusr,0.05082
convai_agent_629,pusr,0.054259
convai_agent_630,pusr,0.043905
convai_agent_631,pusr,0.065601
convai_agent_632,pusr,0.03186
convai_agent_633,pusr,0.07157
convai_agent_634,pusr,0.019394
convai_agent_635,pusr,0.015413
convai_agent_636,pusr,0.029261
convai_agent_637,pusr,0.045611
convai_agent_638,pusr,0.011554
convai_agent_639,pusr,0.030121
convai_agent_640,pusr,0.053585
convai_agent_641,pusr,0.075794
convai_agent_642,pusr,0.075564
convai_agent_643,pusr,0.016258
convai_agent_644,pusr,0.025121
convai_agent_645,pusr,0.026653
convai_agent_646,pusr,0.043285
convai_agent_647,pusr,0.023648
convai_agent_648,pusr,0.078349
convai_agent_649,pusr,0.07372
convai_agent_650,pusr,0.058178
convai_agent_651,pusr,0.065774
convai_agent_652,pusr,0.064023
convai_agent_653,pusr,0.004764
convai_agent_654,pusr,0.037781
convai_agent_655,pusr,0.026755
convai_agent_656,pusr,0.060771
convai_agent_657,pusr,0.021261
convai_agent_658,pusr,0.064449
convai_agent_659,pusr,0.038959
convai_agent_660,pusr,0.021763
convai_agent_661,pusr,0.009754
convai_agent_662,pusr,0.017208
convai_agent_663,pusr,0.012794
convai_agent_664,pusr,0.079949
convai_agent_665,pusr,0.048857
convai_agent_666,pusr,0.017105
convai_agent_667,pusr,0.026348
convai_agent_668,pusr,0.034508
convai_agent_669,pusr,0.055572
convai_agent_670,pusr,0.026395
convai_agent_671,pusr,0.079997
convai_agent_672,pusr,0.052276
convai_agent_673,pusr,0.019903
convai_agent_674,pusr,0.031697
convai_agent_675,pusr,0.020553
convai_agent_676,pusr,0.014795
convai_agent_677,pusr,0.067338
convai_agent_678,pusr,0.066062
convai_agent_679,pusr,0.023116
convai_agent_680,pusr,0.004143
convai_agent_681,pusr,0.02753
convai_agent_682,pusr,0.005949
convai_agent_683,pusr,0.015496
convai_agent_684,pusr,0.057342
convai_agent_685,pusr,0.004495
convai_agent_686,pusr,0.028164
convai_agent_687,pusr,0.078972
convai_agent_688,pusr,0.022381
convai_agent_689,pusr,0.051575
convai_agent_690,pusr,0.050376
convai_agent_691,pusr,0.019526
convai_agent_692,pusr,0.01799
convai_agent_693,pusr,0.063077
convai_agent_694,pusr,0.022644
convai_agent_695,pusr,0.031675
convai_agent_696,pusr,0.026001
convai_agent_697,pusr,0.025081
convai_agent_698,pusr,0.03943
convai_agent_699,pusr,0.031356
convai_agent_700,pusr,0.01229
convai_agent_701,pusr,0.010295
convai_agent_702,pusr,0.076746
convai_agent_703,pusr,0.010394
convai_agent_704,pusr,0.064964
convai_agent_705,pusr,0.079553
convai_agent_706,pusr,0.051169
convai_agent_707,pusr,0.05861
convai_agent_708,pusr,0.017275
convai_agent_709,pusr,0.042859
convai_agent_710,pusr,0.047194
convai_agent_711,pusr,0.025702
convai_agent_712,pusr,0.064446
convai_agent_713,pusr,0.017775
convai_agent_714,pusr,0.044191
convai_agent_715,pusr,0.018727
convai_agent_716,pusr,0.034517
convai_agent_717,pusr,0.099529
convai_agent_718,pusr,0.035
convai_agent_719,pusr,0.055353
convai_agent_720,pusr,0.033942
convai_agent_721,pusr,0.051711
convai_agent_722,pusr,0.039966
convai_agent_723,pusr,0.017726
convai_agent_724,pusr,0.036487
convai_agent_725,pusr,0.026035
convai_agent_726,pusr,0.045246
convai_agent_727,pusr,0.026219
convai_agent_728,pusr,0.017229
convai_agent_729,pusr,0.011958
convai_agent_730,pusr,0.05717
convai_agent_731,pusr,0.024591
convai_agent_732,pusr,0.017444
convai_agent_733,pusr,0.030557
convai_agent_734,pusr,0.064844
convai_agent_735,pusr,0.010735
convai_agent_736,pusr,0.011332
convai_agent_737,pusr,0.063711
convai_agent_738,pusr,0.048081
convai_agent_739,pusr,0.024878
convai_agent_740,pusr,0.062571
convai_agent_741,pusr,0.053856
convai_agent_742,pusr,0.022123
convai_agent_743,pusr,0.065208
convai_agent_744,pusr,0.033404
convai_agent_745,pusr,0.070381
convai_agent_746,pusr,0.055011
convai_agent_747,pusr,0.056971
convai_agent_748,pusr,0.048906
convai_agent_749,pusr,0.044231
convai_agent_750,pusr,0.034367
convai_agent_751,pusr,0.064656
convai_agent_752,pusr,0.011102
convai_agent_753,pusr,0.028565
convai_agent_754,pusr,0.013227
convai_agent_755,pusr,0.006616
convai_agent_756,pusr,0.028169
convai_agent_757,pusr,0.046191
convai_agent_758,pusr,0.032424
convai_agent_759,pusr,0.009341
convai_agent_760,pusr,0.05371
convai_agent_761,pusr,0.048577
convai_agent_762,pusr,0.024624
convai_agent_763,pusr,0.055081
convai_agent_764,pusr,0.0584
convai_agent_765,pusr,0.067707
convai_agent_766,pusr,0.040152
convai_agent_767,pusr,0.037593
convai_agent_768,pusr,0.066185
convai_agent_769,pusr,0.028295
convai_agent_770,pusr,0.017147
convai_agent_771,pusr,0.02828
convai_agent_772,pusr,0.055585
convai_agent_773,pusr,0.025005
convai_agent_774,pusr,0.009832
convai_agent_775,pusr,0.069777
convai_agent_776,pusr,0.033333
convai_agent_777,pusr,0.06248
convai_agent_778,pusr,0.034748
convai_agent_779,pusr,0.061006
convai_agent_780,pusr,0.033732
convai_agent_781,pusr,0.032094
convai_agent_782,pusr,0.025667
convai_agent_783,pusr,0.046853
convai_agent_784,pusr,0.064282
convai_agent_785,pusr,0.032819
convai_agent_786,pusr,0.079745
convai_agent_787,pusr,0.027376
convai_agent_788,pusr,0.047212
convai_agent_789,pusr,0.024225
convai_agent_790,pusr,0.033905
convai_agent_791,pusr,0.054351
convai_agent_792,pusr,0.018815
convai_agent_793,pusr,0.022238
convai_agent_794,pusr,0.011085
convai_agent_795,pusr,0.002776
convai_agent_796,pusr,0.047226
convai_agent_797,pusr,0.007902
convai_agent_798,pusr,0.048206
convai_agent_799,pusr,0.013091
convai_agent_800,pusr,0.068804
convai_agent_801,pusr,0.071666
convai_agent_802,pusr,0.021156
convai_agent_803,pusr,0.012557
convai_agent_804,pusr,0.007226
convai_agent_805,pusr,0.077308
convai_agent_806,pusr,0.072433
convai_agent_807,pusr,0.0235
convai_agent_808,pusr,0.05139
convai_agent_809,pusr,0.040615
convai_agent_810,pusr,0.038269
convai_agent_811,pusr,0.050396
convai_agent_812,pusr,0.065513
convai_agent_813,pusr,0.059173
convai_agent_814,pusr,0.047961
convai_agent_815,pusr,0.026798
convai_agent_816,pusr,0.08
convai_agent_817,pusr,0.070109
convai_agent_818,pusr,0.022374
convai_agent_819,pusr,0.028252
convai_agent_820,pusr,0.027643
convai_agent_821,pusr,0.008873
convai_agent_822,pusr,0.010136
convai_agent_823,pusr,0.048974
