variant,thread_config,pct_infected_total_mean,pct_infected_total_std,pct_vaccinated_total_mean,pct_vaccinated_total_std,pct_infected_susc_mean,pct_infected_susc_std,pct_vaccinated_susc_mean,pct_vaccinated_susc_std,vax_effectiveness_total_mean,vax_effectiveness_total_std,vax_effectiveness_susc_mean,vax_effectiveness_susc_std,max_cycles_mean,max_cycles_std,avg_cycles_mean,avg_cycles_std,total_messages_mean,total_messages_std,pct_msg_vaccinated_mean,pct_msg_vaccinated_std,pct_msg_infected_mean,pct_msg_infected_std,trans_neutral_to_infected_mean,trans_neutral_to_infected_std,trans_neutral_to_vaccinated_mean,trans_neutral_to_vaccinated_std,trans_infected_to_vaccinated_mean,trans_infected_to_vaccinated_std,trans_vaccinated_to_infected_mean,trans_vaccinated_to_infected_std,messages_per_cycle_mean,messages_per_cycle_std
600_llm,524949443607412737_50pct_credulous,7.666666666666667,0.6009252125773312,31.0,0.8819171036881971,19.491525423728813,1.5277759641796556,78.8135593220339,2.2421621280208384,80.16428016428017,1.690557563636007,80.16428016428017,1.690557563636007,79.33333333333333,19.857828011475306,9.830508474576272,4.553204184135644,6134.333333333333,1050.4862366225145,57.467065036693306,3.7304234127425056,42.532934963306694,3.7304234127425056,49.025254897831076,2.03186431099943,14.272048981190254,3.222174292087116,36.702696120978665,1.1942267391365522,0.0,0.0,82.31936566609308,29.945689568550204
600,524949443607412737_75pct_cautious,13.444444444444443,1.6015039228221746,10.166666666666666,2.565800719723442,34.18079096045198,4.07162014276824,25.847457627118644,6.523222168788414,42.814712935533926,8.768749926208272,42.814712935533926,8.768749926208272,8037.333333333333,3853.2007906847175,523.6666666666666,79.16367267556055,545.0,46.87216658103186,42.70854053409362,8.111303199959838,57.29145946590638,8.111303199959838,40.28721178175699,6.017530125055385,25.15010492722828,6.787228175505595,18.8023342263353,3.186586330164349,15.760349064679431,1.125536454874586,0.07754928676239468,0.032716430724819896
600_llm,524949443607412737_75pct_cautious,1.5555555555555554,0.8552669065744807,37.72222222222222,0.9477067838462225,3.9548022598870056,2.174407389596137,95.90395480225989,2.4094240267276796,96.03618223344154,2.189345459968822,96.03618223344154,2.189345459968822,68.66666666666667,40.3773864103824,9.074858757062147,3.767941217797786,6607.666666666667,1519.0606746714673,88.25866997792126,0.8715616279451668,11.74133002207875,0.8715616279451692,25.89219757711453,4.201890222827423,51.04034297078474,10.366310594884558,23.067459452100724,6.164711078544847,0.0,0.0,111.33689344944518,38.55179223868159
600,524949443607412737_75pct_credulous,18.444444444444446,1.5485955405295946,8.333333333333334,1.4813657362192647,46.89265536723163,3.9371073064311752,21.186440677966104,3.766184075133724,31.096218228404982,5.250100478456549,31.096218228404982,5.250100478456549,5621.333333333333,4131.379470991902,375.55367231638417,67.4734513918414,662.3333333333334,39.551653989856526,25.165429962069975,2.0526303542427544,74.83457003793002,2.052630354242751,53.80687640885301,1.0403218312221871,8.771213611063935,0.7515744224154095,24.085218558775548,2.6221648270302604,13.336691421307519,0.8641702678313097,0.16345248685638436,0.10111131067221667
600_llm,524949443607412737_75pct_credulous,17.944444444444443,2.545875386086579,20.666666666666668,1.755942292142123,45.62146892655367,6.472564540898079,52.54237288135594,4.46426006476811,53.60408518035637,5.659512588651082,53.60408518035637,5.659512588651082,62.666666666666664,53.87330817142505,8.0,4.414394089741661,5781.666666666667,625.144250020212,35.94455396904541,3.6463011946998,64.0554460309546,3.6463011946998,61.88270356950545,3.496074689809628,8.315499284336873,1.4851506064042974,29.59916290097024,1.8465188102473344,0.20263424518743667,0.35097280801800956,151.94263617601112,111.1120407267688
600,524990163446140928,32.61111111111111,14.821468413282334,22.11111111111111,4.837163233564498,39.60863697705803,18.001783497913767,26.855600539811064,5.87509704481518,42.34187245314309,8.617397007501351,42.34187245314309,8.617397007501351,2334.0,1504.8365359732597,142.43724696356276,52.02252757765178,917.6666666666666,224.27735804876366,37.0178646778236,3.559644792040385,62.9821353221764,3.559644792040385,47.546993212969056,6.853582507282076,19.624433020585023,3.218588484350617,20.638701079952607,6.200608177438756,12.189872686493317,2.446639626159033,0.5023942949763036,0.32702474424195593
600_llm,524990163446140928,20.222222222222225,5.437353659163143,39.5,8.036375634160798,24.561403508771928,6.604073270238634,47.97570850202428,9.760780122462503,65.82953187791897,10.808898331975008,65.82953187791897,10.808898331975008,36.0,4.358898943540674,18.015519568151145,4.5751138986604225,2688.0,213.97897092938828,58.12399849784318,0.6616918735230195,41.87600150215682,0.6616918735230195,36.22809165044094,11.228187009111975,60.23461768578971,12.528901755180408,3.5372906637693604,1.3035616959720933,0.0,0.0,75.62472247616559,12.868162326371914
600,524990163446140928_25pct_cautious,24.61111111111111,14.918606329507286,16.11111111111111,5.82221162000731,29.892037786774626,18.11976477268091,19.568151147098515,7.0715120890777055,41.33838690115221,5.233276211950724,41.33838690115221,5.233276211950724,3313.6666666666665,1327.3440900284045,189.8785425101215,97.18281104432856,645.0,327.00458712378946,36.655848149896094,3.867022482754144,63.344151850103906,3.867022482754144,53.05836667590208,1.6650412338135148,22.77442189030401,4.2698599731773,16.400492133303498,4.774170187313783,7.766719300490422,1.5858923729619356,0.19147719719815326,0.04412840987333687
600_llm,524990163446140928_25pct_cautious,13.611111111111109,4.819904717054216,29.833333333333332,17.03917055884274,16.531713900134953,5.854135283871518,36.23481781376518,20.695348856894018,66.38832821205233,7.835474744557489,66.38832821205233,7.835474744557489,60.666666666666664,18.502252115170556,32.38394062078273,10.329348863281512,2659.3333333333335,2022.6382111819537,62.69513099925491,4.049450231746463,37.30486900074508,4.049450231746468,35.285608442968304,7.496861165951656,61.755464202511696,7.700642465798005,2.958927354519995,1.5141513483065674,0.0,0.0,48.39154866484188,43.2259457026165
600,524990163446140928_25pct_credulous,19.333333333333332,2.598076211353316,12.388888888888891,3.9592835116881853,23.481781376518217,3.1555581514412743,15.0472334682861,4.808846370471479,38.64172564880351,10.09909324623942,38.64172564880351,10.09909324623942,4775.666666666667,2028.825850913117,308.69632768361583,175.09418682261574,779.3333333333334,127.89970028633114,34.062296711890006,8.465367999413612,65.93770328811,8.46536799941361,44.67181381415688,6.627947107561942,13.392500142800023,4.559530880351888,25.411184732456224,2.206450595063701,16.40835729200383,2.0608119347334664,0.18434856553994608,0.07550206858587397
600_llm,524990163446140928_25pct_credulous,19.11111111111111,6.028481781725196,16.38888888888889,4.438885412319596,23.21187584345479,7.322042649868659,19.9055330634278,5.391358800388172,46.4757810242483,2.2467768366335816,46.4757810242483,2.2467768366335816,58.333333333333336,4.618802153517007,30.56005398110661,4.640044098239835,2883.3333333333335,1853.6435291968446,44.517982302569045,2.896357872308361,55.482017697430955,2.896357872308361,54.92957157656886,3.182490707567959,40.901447111894214,6.264970161925393,4.039279625415005,2.91778183364969,0.1297016861219196,0.22464991019051583,50.59511289823694,33.836599631039455
600,524990163446140928_50pct_cautious,18.72222222222222,7.906279735707513,15.388888888888888,8.762821294368443,22.73954116059379,9.60276890976621,18.690958164642378,10.64310278668232,44.06288565963224,3.6413029356550455,44.06288565963224,3.6413029356550455,4694.0,1953.4141905904135,250.0917678812416,7.655248556167763,585.0,356.61043170384124,41.816407614192705,5.246301954985375,58.183592385807295,5.246301954985375,46.8526428659319,7.722970293224193,28.3948150183506,4.4849724922949195,14.7703700003053,5.120034805978946,9.982172115412192,4.609691636472718,0.11890585629335304,0.03522540583058753
600_llm,524990163446140928_50pct_cautious,5.5555555555555545,2.6579719364234857,54.72222222222222,5.039657542745156,6.747638326585695,3.2283059956560556,66.46423751686909,6.1210415498929045,90.65582571134904,4.868827629944709,90.65582571134904,4.868827629944709,37.0,9.539392014169456,18.380566801619434,4.273683520165385,2752.0,337.40331948574544,85.60302002015823,5.00884386739437,14.396979979841767,5.008843867394368,11.93870411431387,7.38649265714798,84.82373616606041,10.432142864812322,3.237559719625717,3.066565679315874,0.0,0.0,78.02700793852587,22.00027076394034
600,524990163446140928_50pct_credulous,38.55555555555555,3.001542813164467,20.333333333333332,4.126472801046649,46.82860998650472,3.645598558499352,24.696356275303643,5.011910284672044,34.44415507421288,6.335485540092677,34.44415507421288,6.335485540092677,3488.0,2015.834318588708,220.55128205128207,121.53233905442409,997.3333333333334,68.88637988262508,32.234791215293654,4.847178676050355,67.76520878470636,4.847178676050352,51.16468173298825,6.0563993064352,19.366285714019586,0.9092664304638691,17.126209633932444,3.7004285322707817,12.34282291905972,1.9530203193627385,0.42548107517885075,0.37008754644368563
600_llm,524990163446140928_50pct_credulous,20.27777777777778,4.510276332176621,17.61111111111111,9.0620290426797,24.628879892037787,5.478068419647718,21.39001349527665,11.00651300730328,44.16472431852859,9.85499955900787,44.16472431852859,9.85499955900787,50.0,10.14889156509222,27.002024291497975,7.877290231311765,2353.3333333333335,1734.367992478336,37.57158154500781,5.270509400114653,62.4284184549922,5.270509400114655,57.13012726974617,8.75460811481002,39.786807135528655,6.804492989172538,3.0830655947251793,2.0657286137202138,0.0,0.0,51.88512095161936,39.29617165553399
600,524990163446140928_75pct_cautious,13.0,1.3228756555322954,12.444444444444445,2.714842605082359,15.789473684210527,1.6067315654238405,15.114709851551956,3.297379682286266,48.59687314466654,7.882278874028765,48.59687314466654,7.882278874028765,3141.0,412.3445161512397,306.4520917678812,69.44139705414422,466.6666666666667,96.81081206834975,46.98312631108738,6.4358499370159175,53.01687368891262,6.4358499370159175,44.29070213791314,6.526162647582538,29.856400661250394,3.6344138797450745,16.05530093875755,2.245051243496744,9.797596262078919,1.3000741776409612,0.14776295132395204,0.01577141536370335
600_llm,524990163446140928_75pct_cautious,4.722222222222222,1.8358568490953673,52.5,3.968626966596886,5.735492577597841,2.229785646674535,63.765182186234824,4.82019469627152,91.87102485843263,2.4553975059115243,91.87102485843263,2.4553975059115243,52.0,12.165525060596439,24.271255060728745,2.970537935330168,3101.6666666666665,827.2619496467447,89.68162043133515,1.9875657060255167,10.318379568664858,1.9875657060255205,9.325923120136451,3.0600716097095315,89.06972225128573,3.76504503538661,1.6043546285778136,0.7482349787539653,0.0,0.0,59.82131478120589,7.853226069132731
600,524990163446140928_75pct_credulous,41.888888888888886,18.36159437925117,14.222222222222223,2.123501650401822,50.877192982456144,22.30153163471802,17.27395411605938,2.5791518021074755,27.367881715707806,9.380571234453615,27.367881715707806,9.380571234453615,1794.3333333333333,1378.4398185388193,115.05128205128204,31.038269005954923,934.0,196.45864704817652,25.11806125208254,5.938448343272893,74.88193874791746,5.938448343272889,58.45546170413245,7.265472855719318,13.391732474835853,2.478573864415794,17.0290658979076,6.046226911946603,11.123739923124093,2.103291320330844,0.6885424124709149,0.32806750397761575
600_llm,524990163446140928_75pct_credulous,41.11111111111111,15.878298724056378,8.444444444444445,4.848634783035247,49.93252361673414,19.28538306565552,10.256410256410255,5.889030100852527,16.473459383753504,4.46397952649116,16.473459383753504,4.46397952649116,130.0,123.86686401132468,64.33333333333333,58.51321952521982,2740.3333333333335,1584.2403016377702,17.718366514400984,3.87133218637254,82.28163348559902,3.8713321863725385,83.91352496509221,4.240551590684113,13.465715462682097,3.911355827232239,2.6207595722256998,1.1948478043494668,0.0,0.0,29.61305520526832,25.069162888974585
