agent,attribute,value
convai_agent_570,pusr,0.057652
convai_agent_571,pusr,0.03284
convai_agent_572,pusr,0.034843
convai_agent_573,pusr,0.023059
convai_agent_574,pusr,0.020969
convai_agent_575,pusr,0.042296
convai_agent_576,pusr,0.014992
convai_agent_577,pusr,0.046267
convai_agent_578,pusr,0.015455
convai_agent_579,pusr,0.003269
convai_agent_580,pusr,0.011433
convai_agent_581,pusr,0.043307
convai_agent_582,pusr,0.042095
convai_agent_583,pusr,0.045459
convai_agent_584,pusr,0.060752
convai_agent_585,pusr,0.061532
convai_agent_586,pusr,0.005273
convai_agent_587,pusr,0.079996
convai_agent_588,pusr,0.021589
convai_agent_589,pusr,0.045626
convai_agent_590,pusr,0.055202
convai_agent_591,pusr,0.051442
convai_agent_592,pusr,0.062429
convai_agent_593,pusr,0.043307
convai_agent_594,pusr,0.008857
convai_agent_595,pusr,0.015943
convai_agent_596,pusr,0.079445
convai_agent_597,pusr,0.079418
convai_agent_598,pusr,0.052573
convai_agent_599,pusr,0.020308
convai_agent_600,pusr,0.074376
convai_agent_601,pusr,0.052383
convai_agent_602,pusr,0.051673
convai_agent_603,pusr,0.072256
convai_agent_604,pusr,0.030077
convai_agent_605,pusr,0.079921
convai_agent_606,pusr,0.036479
convai_agent_607,pusr,0.047869
convai_agent_608,pusr,0.04114
convai_agent_609,pusr,0.065764
convai_agent_610,pusr,0.005747
convai_agent_611,pusr,0.061554
convai_agent_612,pusr,0.026079
convai_agent_613,pusr,0.08
convai_agent_614,pusr,0.051712
convai_agent_615,pusr,0.0535
convai_agent_616,pusr,0.060745
convai_agent_617,pusr,0.016672
convai_agent_618,pusr,0.013131
convai_agent_619,pusr,0.049577
convai_agent_620,pusr,0.069992
convai_agent_621,pusr,0.029796
convai_agent_622,pusr,0.055591
convai_agent_623,pusr,0.058522
convai_agent_624,pusr,0.025765
convai_agent_625,pusr,0.026639
convai_agent_626,pusr,0.029691
convai_agent_627,pusr,0.015583
convai_agent_628,pusr,0.062597
convai_agent_629,pusr,0.066889
convai_agent_630,pusr,0.1
convai_agent_631,pusr,0.039625
convai_agent_632,pusr,0.012296
convai_agent_633,pusr,0.032713
convai_agent_634,pusr,0.015351
convai_agent_635,pusr,0.042131
convai_agent_636,pusr,0.031292
convai_agent_637,pusr,0.057155
convai_agent_638,pusr,0.04813
convai_agent_639,pusr,0.048838
convai_agent_640,pusr,0.020965
convai_agent_641,pusr,0.067656
convai_agent_642,pusr,0.06436
convai_agent_643,pusr,0.056196
convai_agent_644,pusr,0.049514
convai_agent_645,pusr,0.011095
convai_agent_646,pusr,0.066922
convai_agent_647,pusr,0.039207
convai_agent_648,pusr,0.063939
convai_agent_649,pusr,0.01752
convai_agent_650,pusr,0.047571
convai_agent_651,pusr,0.066648
convai_agent_652,pusr,0.053777
convai_agent_653,pusr,0.04265
convai_agent_654,pusr,0.013947
convai_agent_655,pusr,0.036078
convai_agent_656,pusr,0.048653
convai_agent_657,pusr,0.071486
convai_agent_658,pusr,0.025985
convai_agent_659,pusr,0.013202
convai_agent_660,pusr,0.025381
convai_agent_661,pusr,0.04755
convai_agent_662,pusr,0.046516
convai_agent_663,pusr,0.068336
convai_agent_664,pusr,0.054073
convai_agent_665,pusr,0.064556
convai_agent_666,pusr,0.08
convai_agent_667,pusr,0.071605
convai_agent_668,pusr,0.013294
convai_agent_669,pusr,0.025294
convai_agent_670,pusr,0.026347
convai_agent_671,pusr,0.021916
convai_agent_672,pusr,0.016545
convai_agent_673,pusr,0.056824
convai_agent_674,pusr,0.063185
convai_agent_675,pusr,0.050808
convai_agent_676,pusr,0.044628
convai_agent_677,pusr,0.053405
convai_agent_678,pusr,0.041742
convai_agent_679,pusr,0.027564
convai_agent_680,pusr,0.055343
convai_agent_681,pusr,0.047078
convai_agent_682,pusr,0.045553
convai_agent_683,pusr,0.018202
convai_agent_684,pusr,0.031178
convai_agent_685,pusr,0.054097
convai_agent_686,pusr,0.035463
convai_agent_687,pusr,0.021333
convai_agent_688,pusr,0.019932
convai_agent_689,pusr,0.022383
convai_agent_690,pusr,0.003277
convai_agent_691,pusr,0.022558
convai_agent_692,pusr,0.073727
convai_agent_693,pusr,0.016624
convai_agent_694,pusr,0.034602
convai_agent_695,pusr,0.063936
convai_agent_696,pusr,0.057541
convai_agent_697,pusr,0.001527
convai_agent_698,pusr,0.030583
convai_agent_699,pusr,0.019127
convai_agent_700,pusr,0.078545
convai_agent_701,pusr,0.027305
convai_agent_702,pusr,0.014829
convai_agent_703,pusr,0.025183
convai_agent_704,pusr,0.078758
convai_agent_705,pusr,0.012969
convai_agent_706,pusr,0.058085
convai_agent_707,pusr,0.039138
convai_agent_708,pusr,0.029272
convai_agent_709,pusr,0.08
convai_agent_710,pusr,0.007804
convai_agent_711,pusr,0.062444
convai_agent_712,pusr,0.045828
convai_agent_713,pusr,0.052416
convai_agent_714,pusr,0.066105
convai_agent_715,pusr,0.002411
convai_agent_716,pusr,0.023815
convai_agent_717,pusr,0.05968
convai_agent_718,pusr,0.059408
convai_agent_719,pusr,0.08
convai_agent_720,pusr,0.029025
convai_agent_721,pusr,0.079999
convai_agent_722,pusr,0.023266
convai_agent_723,pusr,0.026276
convai_agent_724,pusr,0.038399
convai_agent_725,pusr,0.097929
convai_agent_726,pusr,0.028265
convai_agent_727,pusr,0.06339
convai_agent_728,pusr,0.034148
convai_agent_729,pusr,0.025464
convai_agent_730,pusr,0.064327
convai_agent_731,pusr,0.043972
convai_agent_732,pusr,0.054287
convai_agent_733,pusr,0.042918
convai_agent_734,pusr,0.076903
convai_agent_735,pusr,0.057536
convai_agent_736,pusr,0.038239
convai_agent_737,pusr,0.037838
convai_agent_738,pusr,0.057567
convai_agent_739,pusr,0.015108
convai_agent_740,pusr,0.025638
convai_agent_741,pusr,0.05372
convai_agent_742,pusr,0.023571
convai_agent_743,pusr,0.018739
convai_agent_744,pusr,0.069213
convai_agent_745,pusr,0.006188
convai_agent_746,pusr,0.020098
convai_agent_747,pusr,0.078575
convai_agent_748,pusr,0.070867
convai_agent_749,pusr,0.019472
convai_agent_750,pusr,0.032883
convai_agent_751,pusr,0.00884
convai_agent_752,pusr,0.003614
convai_agent_753,pusr,0.079341
convai_agent_754,pusr,0.024448
convai_agent_755,pusr,0.071009
convai_agent_756,pusr,0.058198
convai_agent_757,pusr,0.066156
convai_agent_758,pusr,0.075796
convai_agent_759,pusr,0.046928
convai_agent_760,pusr,0.018529
convai_agent_761,pusr,0.029363
convai_agent_762,pusr,0.0634
convai_agent_763,pusr,0.071576
convai_agent_764,pusr,0.078497
convai_agent_765,pusr,0.009028
convai_agent_766,pusr,0.016064
convai_agent_767,pusr,0.028386
convai_agent_768,pusr,0.02632
convai_agent_769,pusr,0.071871
convai_agent_770,pusr,0.1
convai_agent_771,pusr,0.009491
convai_agent_772,pusr,0.064354
convai_agent_773,pusr,0.043439
convai_agent_774,pusr,0.067077
convai_agent_775,pusr,0.019083
convai_agent_776,pusr,0.029255
convai_agent_777,pusr,0.07883
convai_agent_778,pusr,0.04177
convai_agent_779,pusr,0.053005
convai_agent_780,pusr,0.026863
convai_agent_781,pusr,0.064683
convai_agent_782,pusr,0.057356
convai_agent_783,pusr,0.055055
convai_agent_784,pusr,0.08
convai_agent_785,pusr,0.005603
convai_agent_786,pusr,0.065344
convai_agent_787,pusr,0.027167
convai_agent_788,pusr,0.062679
convai_agent_789,pusr,0.032611
convai_agent_790,pusr,0.043028
convai_agent_791,pusr,0.015099
convai_agent_792,pusr,0.011965
convai_agent_793,pusr,0.049412
convai_agent_794,pusr,0.028985
convai_agent_795,pusr,0.005545
convai_agent_796,pusr,0.076564
convai_agent_797,pusr,0.026332
convai_agent_798,pusr,0.01653
convai_agent_799,pusr,0.050359
convai_agent_800,pusr,0.023782
convai_agent_801,pusr,0.009804
convai_agent_802,pusr,0.048556
convai_agent_803,pusr,0.072391
convai_agent_804,pusr,0.015738
convai_agent_805,pusr,0.041255
convai_agent_806,pusr,0.007362
convai_agent_807,pusr,0.069449
convai_agent_808,pusr,0.047713
convai_agent_809,pusr,0.062608
convai_agent_810,pusr,0.006131
convai_agent_811,pusr,0.054826
convai_agent_812,pusr,0.022412
convai_agent_813,pusr,0.034859
convai_agent_814,pusr,0.070425
convai_agent_815,pusr,0.03971
convai_agent_816,pusr,0.043152
convai_agent_817,pusr,0.008215
convai_agent_818,pusr,0.072382
convai_agent_819,pusr,0.067334
convai_agent_820,pusr,0.07948
convai_agent_821,pusr,0.028651
convai_agent_822,pusr,0.026987
convai_agent_823,pusr,0.065853
