agent,attribute,value
convai_llm_agent_19,friends_count,94
convai_llm_agent_19,listed_count,0
convai_llm_agent_19,verified,False
convai_llm_agent_20,followers_count,83
convai_llm_agent_20,friends_count,75
convai_llm_agent_20,listed_count,0
convai_llm_agent_20,verified,False
convai_llm_agent_21,followers_count,5
convai_llm_agent_21,friends_count,16
convai_llm_agent_21,listed_count,0
convai_llm_agent_21,verified,False
convai_llm_agent_22,followers_count,1565
convai_llm_agent_22,friends_count,1994
convai_llm_agent_22,listed_count,50
convai_llm_agent_22,verified,False
convai_llm_agent_23,followers_count,427
convai_llm_agent_23,friends_count,365
convai_llm_agent_23,listed_count,1
convai_llm_agent_23,verified,False
convai_llm_agent_24,followers_count,157
convai_llm_agent_24,friends_count,122
convai_llm_agent_24,listed_count,0
convai_llm_agent_24,verified,False
convai_llm_agent_25,followers_count,220
convai_llm_agent_25,friends_count,335
convai_llm_agent_25,listed_count,0
convai_llm_agent_25,verified,False
convai_llm_agent_26,followers_count,380
convai_llm_agent_26,friends_count,750
convai_llm_agent_26,listed_count,8
convai_llm_agent_26,verified,False
convai_llm_agent_27,followers_count,202
convai_llm_agent_27,friends_count,206
convai_llm_agent_27,listed_count,0
convai_llm_agent_27,verified,False
convai_llm_agent_28,followers_count,21
convai_llm_agent_28,friends_count,44
convai_llm_agent_28,listed_count,0
convai_llm_agent_28,verified,False
convai_llm_agent_29,followers_count,129
convai_llm_agent_29,friends_count,399
convai_llm_agent_29,listed_count,1
convai_llm_agent_29,verified,False
convai_llm_agent_30,followers_count,159
convai_llm_agent_30,friends_count,615
convai_llm_agent_30,listed_count,0
convai_llm_agent_30,verified,False
convai_llm_agent_31,followers_count,358
convai_llm_agent_31,friends_count,471
convai_llm_agent_31,listed_count,22
convai_llm_agent_31,verified,False
convai_llm_agent_32,followers_count,216
convai_llm_agent_32,friends_count,333
convai_llm_agent_32,listed_count,3
convai_llm_agent_32,verified,False
convai_llm_agent_33,followers_count,153
convai_llm_agent_33,friends_count,294
convai_llm_agent_33,listed_count,0
convai_llm_agent_33,verified,False
convai_llm_agent_34,followers_count,1965
convai_llm_agent_34,friends_count,1745
convai_llm_agent_34,listed_count,81
convai_llm_agent_34,verified,False
convai_llm_agent_35,followers_count,64
convai_llm_agent_35,friends_count,206
convai_llm_agent_35,listed_count,0
convai_llm_agent_35,verified,False
convai_llm_agent_36,followers_count,1472
convai_llm_agent_36,friends_count,193
convai_llm_agent_36,listed_count,54
convai_llm_agent_36,verified,False
convai_llm_agent_37,followers_count,660
convai_llm_agent_37,friends_count,2001
convai_llm_agent_37,listed_count,4
convai_llm_agent_37,verified,False
convai_llm_agent_38,followers_count,14
convai_llm_agent_38,friends_count,59
convai_llm_agent_38,listed_count,0
convai_llm_agent_38,verified,False
convai_llm_agent_39,followers_count,90
convai_llm_agent_39,friends_count,183
convai_llm_agent_39,listed_count,0
convai_llm_agent_39,verified,False
convai_llm_agent_40,followers_count,36
convai_llm_agent_40,friends_count,237
convai_llm_agent_40,listed_count,0
convai_llm_agent_40,verified,False
convai_llm_agent_41,followers_count,91
convai_llm_agent_41,friends_count,276
convai_llm_agent_41,listed_count,1
convai_llm_agent_41,verified,False
convai_llm_agent_42,followers_count,12
convai_llm_agent_42,friends_count,37
convai_llm_agent_42,listed_count,0
convai_llm_agent_42,verified,False
convai_llm_agent_43,followers_count,1194
convai_llm_agent_43,friends_count,1122
convai_llm_agent_43,listed_count,3
convai_llm_agent_43,verified,False
convai_llm_agent_44,followers_count,73
convai_llm_agent_44,friends_count,508
convai_llm_agent_44,listed_count,0
convai_llm_agent_44,verified,False
convai_llm_agent_45,followers_count,760
convai_llm_agent_45,friends_count,1998
convai_llm_agent_45,listed_count,50
convai_llm_agent_45,verified,False
convai_llm_agent_46,followers_count,422
convai_llm_agent_46,friends_count,442
convai_llm_agent_46,listed_count,2
convai_llm_agent_46,verified,False
convai_llm_agent_47,followers_count,156
convai_llm_agent_47,friends_count,185
convai_llm_agent_47,listed_count,15
convai_llm_agent_47,verified,False
convai_llm_agent_48,followers_count,224
convai_llm_agent_48,friends_count,149
convai_llm_agent_48,listed_count,0
convai_llm_agent_48,verified,False
convai_llm_agent_49,followers_count,12736
convai_llm_agent_49,friends_count,143
convai_llm_agent_49,listed_count,220
convai_llm_agent_49,verified,False
convai_llm_agent_50,followers_count,209
convai_llm_agent_50,friends_count,236
convai_llm_agent_50,listed_count,0
convai_llm_agent_50,verified,False
convai_llm_agent_51,followers_count,54
convai_llm_agent_51,friends_count,146
convai_llm_agent_51,listed_count,0
convai_llm_agent_51,verified,False
convai_llm_agent_52,followers_count,198
convai_llm_agent_52,friends_count,146
convai_llm_agent_52,listed_count,1
convai_llm_agent_52,verified,False
convai_llm_agent_53,followers_count,82
convai_llm_agent_53,friends_count,67
convai_llm_agent_53,listed_count,4
convai_llm_agent_53,verified,False
convai_llm_agent_54,followers_count,166
convai_llm_agent_54,friends_count,405
convai_llm_agent_54,listed_count,0
convai_llm_agent_54,verified,False
convai_llm_agent_55,followers_count,101
convai_llm_agent_55,friends_count,188
convai_llm_agent_55,listed_count,0
convai_llm_agent_55,verified,False
convai_llm_agent_56,followers_count,130
convai_llm_agent_56,friends_count,99
convai_llm_agent_56,listed_count,0
convai_llm_agent_56,verified,False
convai_llm_agent_57,followers_count,140
convai_llm_agent_57,friends_count,129
convai_llm_agent_57,listed_count,0
convai_llm_agent_57,verified,False
convai_llm_agent_58,followers_count,619
convai_llm_agent_58,friends_count,410
convai_llm_agent_58,listed_count,0
convai_llm_agent_58,verified,False
convai_llm_agent_59,followers_count,327
convai_llm_agent_59,friends_count,288
convai_llm_agent_59,listed_count,1
convai_llm_agent_59,verified,False
convai_llm_agent_60,followers_count,1087
convai_llm_agent_60,friends_count,983
convai_llm_agent_60,listed_count,45
convai_llm_agent_60,verified,False
convai_llm_agent_61,followers_count,453
convai_llm_agent_61,friends_count,637
convai_llm_agent_61,listed_count,11
convai_llm_agent_61,verified,False
convai_llm_agent_62,followers_count,2370
convai_llm_agent_62,friends_count,1165
convai_llm_agent_62,listed_count,44
convai_llm_agent_62,verified,False
convai_llm_agent_63,followers_count,637
convai_llm_agent_63,friends_count,802
convai_llm_agent_63,listed_count,17
convai_llm_agent_63,verified,False
convai_llm_agent_64,followers_count,2127
convai_llm_agent_64,friends_count,2134
convai_llm_agent_64,listed_count,106
convai_llm_agent_64,verified,False
convai_llm_agent_65,followers_count,106
convai_llm_agent_65,friends_count,222
convai_llm_agent_65,listed_count,0
convai_llm_agent_65,verified,False
convai_llm_agent_66,followers_count,283
convai_llm_agent_66,friends_count,925
convai_llm_agent_66,listed_count,8
convai_llm_agent_66,verified,False
convai_llm_agent_67,followers_count,28
convai_llm_agent_67,friends_count,71
convai_llm_agent_67,listed_count,0
convai_llm_agent_67,verified,False
convai_llm_agent_68,followers_count,1933
convai_llm_agent_68,friends_count,977
convai_llm_agent_68,listed_count,58
convai_llm_agent_68,verified,False
convai_llm_agent_69,followers_count,221
convai_llm_agent_69,friends_count,190
convai_llm_agent_69,listed_count,2
convai_llm_agent_69,verified,False
convai_llm_agent_70,followers_count,22
convai_llm_agent_70,friends_count,149
convai_llm_agent_70,listed_count,0
convai_llm_agent_70,verified,False
convai_llm_agent_71,followers_count,317
convai_llm_agent_71,friends_count,327
convai_llm_agent_71,listed_count,0
convai_llm_agent_71,verified,False
convai_llm_agent_72,followers_count,1074
convai_llm_agent_72,friends_count,996
convai_llm_agent_72,listed_count,35
convai_llm_agent_72,verified,False
convai_llm_agent_73,followers_count,501
convai_llm_agent_73,friends_count,405
convai_llm_agent_73,listed_count,22
convai_llm_agent_73,verified,False
convai_llm_agent_74,followers_count,13238
convai_llm_agent_74,friends_count,4504
convai_llm_agent_74,listed_count,610
convai_llm_agent_74,verified,False
convai_llm_agent_75,followers_count,209
convai_llm_agent_75,friends_count,278
convai_llm_agent_75,listed_count,1
convai_llm_agent_75,verified,False
convai_llm_agent_76,followers_count,3366613
convai_llm_agent_76,friends_count,396
convai_llm_agent_76,listed_count,37146
convai_llm_agent_76,verified,True
convai_llm_agent_77,followers_count,63385
convai_llm_agent_77,friends_count,2260
convai_llm_agent_77,listed_count,2018
convai_llm_agent_77,verified,True
convai_llm_agent_78,followers_count,7
convai_llm_agent_78,friends_count,54
convai_llm_agent_78,listed_count,0
convai_llm_agent_78,verified,False
convai_llm_agent_79,followers_count,8548
convai_llm_agent_79,friends_count,115
convai_llm_agent_79,listed_count,118
convai_llm_agent_79,verified,False
convai_llm_agent_80,followers_count,2386
convai_llm_agent_80,friends_count,2243
convai_llm_agent_80,listed_count,21
convai_llm_agent_80,verified,False
convai_llm_agent_81,followers_count,2737
convai_llm_agent_81,friends_count,600
convai_llm_agent_81,listed_count,5
convai_llm_agent_81,verified,False
convai_llm_agent_82,followers_count,24
convai_llm_agent_82,friends_count,67
convai_llm_agent_82,listed_count,0
convai_llm_agent_82,verified,False
convai_llm_agent_83,followers_count,6480
convai_llm_agent_83,friends_count,892
convai_llm_agent_83,listed_count,30
convai_llm_agent_83,verified,False
convai_llm_agent_84,followers_count,313
convai_llm_agent_84,friends_count,191
convai_llm_agent_84,listed_count,1
convai_llm_agent_84,verified,False
convai_llm_agent_85,followers_count,6702
convai_llm_agent_85,friends_count,963
convai_llm_agent_85,listed_count,341
convai_llm_agent_85,verified,True
convai_llm_agent_86,followers_count,1717
convai_llm_agent_86,friends_count,2025
convai_llm_agent_86,listed_count,30
convai_llm_agent_86,verified,False
convai_llm_agent_87,followers_count,156
convai_llm_agent_87,friends_count,244
convai_llm_agent_87,listed_count,3
convai_llm_agent_87,verified,False
convai_llm_agent_88,followers_count,282
convai_llm_agent_88,friends_count,262
convai_llm_agent_88,listed_count,3
convai_llm_agent_88,verified,False
convai_llm_agent_89,followers_count,920
convai_llm_agent_89,friends_count,792
convai_llm_agent_89,listed_count,14
convai_llm_agent_89,verified,False
convai_llm_agent_90,followers_count,3617
convai_llm_agent_90,friends_count,860
convai_llm_agent_90,listed_count,213
convai_llm_agent_90,verified,False
convai_llm_agent_91,followers_count,505
convai_llm_agent_91,friends_count,338
convai_llm_agent_91,listed_count,1
convai_llm_agent_91,verified,False
convai_llm_agent_92,followers_count,1029
convai_llm_agent_92,friends_count,1648
convai_llm_agent_92,listed_count,8
convai_llm_agent_92,verified,False
convai_llm_agent_93,followers_count,11665
convai_llm_agent_93,friends_count,4769
convai_llm_agent_93,listed_count,191
convai_llm_agent_93,verified,False
convai_llm_agent_94,followers_count,4
convai_llm_agent_94,friends_count,37
convai_llm_agent_94,listed_count,0
convai_llm_agent_94,verified,False
convai_llm_agent_95,followers_count,11003
convai_llm_agent_95,friends_count,6819
convai_llm_agent_95,listed_count,1010
convai_llm_agent_95,verified,False
convai_llm_agent_96,followers_count,810
convai_llm_agent_96,friends_count,606
convai_llm_agent_96,listed_count,60
convai_llm_agent_96,verified,False
convai_llm_agent_97,followers_count,57
convai_llm_agent_97,friends_count,7
convai_llm_agent_97,listed_count,0
convai_llm_agent_97,verified,False
convai_llm_agent_98,followers_count,5414
convai_llm_agent_98,friends_count,1609
convai_llm_agent_98,listed_count,173
convai_llm_agent_98,verified,False
convai_llm_agent_99,followers_count,754
convai_llm_agent_99,friends_count,923
convai_llm_agent_99,listed_count,36
convai_llm_agent_99,verified,False
convai_llm_agent_100,followers_count,108
convai_llm_agent_100,friends_count,594
convai_llm_agent_100,listed_count,0
convai_llm_agent_100,verified,False
convai_llm_agent_101,followers_count,477
convai_llm_agent_101,friends_count,335
convai_llm_agent_101,listed_count,22
convai_llm_agent_101,verified,False
convai_llm_agent_102,followers_count,321
convai_llm_agent_102,friends_count,517
convai_llm_agent_102,listed_count,1
convai_llm_agent_102,verified,False
convai_llm_agent_103,followers_count,2447
convai_llm_agent_103,friends_count,1778
convai_llm_agent_103,listed_count,52
convai_llm_agent_103,verified,False
convai_llm_agent_104,followers_count,140
convai_llm_agent_104,friends_count,209
convai_llm_agent_104,listed_count,0
convai_llm_agent_104,verified,False
convai_llm_agent_105,followers_count,40
convai_llm_agent_105,friends_count,344
convai_llm_agent_105,listed_count,1
convai_llm_agent_105,verified,False
convai_llm_agent_106,followers_count,158
convai_llm_agent_106,friends_count,268
convai_llm_agent_106,listed_count,0
convai_llm_agent_106,verified,False
convai_llm_agent_107,followers_count,32
convai_llm_agent_107,friends_count,103
convai_llm_agent_107,listed_count,1
convai_llm_agent_107,verified,False
convai_llm_agent_108,followers_count,45
convai_llm_agent_108,friends_count,103
convai_llm_agent_108,listed_count,1
convai_llm_agent_108,verified,False
convai_llm_agent_109,followers_count,551
convai_llm_agent_109,friends_count,544
convai_llm_agent_109,listed_count,3
convai_llm_agent_109,verified,False
convai_llm_agent_110,followers_count,19174
convai_llm_agent_110,friends_count,20788
convai_llm_agent_110,listed_count,603
convai_llm_agent_110,verified,False
convai_llm_agent_111,followers_count,45
convai_llm_agent_111,friends_count,77
convai_llm_agent_111,listed_count,0
convai_llm_agent_111,verified,False
convai_llm_agent_112,followers_count,196
convai_llm_agent_112,friends_count,197
convai_llm_agent_112,listed_count,0
convai_llm_agent_112,verified,False
convai_llm_agent_113,followers_count,3
convai_llm_agent_113,friends_count,38
convai_llm_agent_113,listed_count,0
convai_llm_agent_113,verified,False
convai_llm_agent_114,followers_count,301
convai_llm_agent_114,friends_count,479
convai_llm_agent_114,listed_count,0
convai_llm_agent_114,verified,False
convai_llm_agent_115,followers_count,208
convai_llm_agent_115,friends_count,162
convai_llm_agent_115,listed_count,1
convai_llm_agent_115,verified,False
convai_llm_agent_116,followers_count,802
convai_llm_agent_116,friends_count,825
convai_llm_agent_116,listed_count,51
convai_llm_agent_116,verified,False
convai_llm_agent_117,followers_count,1568
convai_llm_agent_117,friends_count,1870
convai_llm_agent_117,listed_count,40
convai_llm_agent_117,verified,False
convai_llm_agent_118,followers_count,3105
convai_llm_agent_118,friends_count,581
convai_llm_agent_118,listed_count,247
convai_llm_agent_118,verified,True
convai_llm_agent_119,followers_count,387
convai_llm_agent_119,friends_count,1416
convai_llm_agent_119,listed_count,6
convai_llm_agent_119,verified,False
convai_llm_agent_120,followers_count,172
convai_llm_agent_120,friends_count,211
convai_llm_agent_120,listed_count,0
convai_llm_agent_120,verified,False
convai_llm_agent_121,followers_count,189
convai_llm_agent_121,friends_count,188
convai_llm_agent_121,listed_count,27
convai_llm_agent_121,verified,False
convai_llm_agent_122,followers_count,256
convai_llm_agent_122,friends_count,177
convai_llm_agent_122,listed_count,1
convai_llm_agent_122,verified,False
convai_llm_agent_123,followers_count,19170
convai_llm_agent_123,friends_count,15625
convai_llm_agent_123,listed_count,559
convai_llm_agent_123,verified,False
convai_llm_agent_124,followers_count,679
convai_llm_agent_124,friends_count,1374
convai_llm_agent_124,listed_count,5
convai_llm_agent_124,verified,False
convai_llm_agent_125,followers_count,154
convai_llm_agent_125,friends_count,906
convai_llm_agent_125,listed_count,4
convai_llm_agent_125,verified,False
convai_llm_agent_126,followers_count,1712
convai_llm_agent_126,friends_count,1621
convai_llm_agent_126,listed_count,28
convai_llm_agent_126,verified,False
convai_llm_agent_127,followers_count,4714
convai_llm_agent_127,friends_count,4260
convai_llm_agent_127,listed_count,2
convai_llm_agent_127,verified,False
convai_llm_agent_128,followers_count,177
convai_llm_agent_128,friends_count,185
convai_llm_agent_128,listed_count,0
convai_llm_agent_128,verified,False
convai_llm_agent_129,followers_count,1455
convai_llm_agent_129,friends_count,2001
convai_llm_agent_129,listed_count,58
convai_llm_agent_129,verified,False
convai_llm_agent_130,followers_count,157
convai_llm_agent_130,friends_count,99
convai_llm_agent_130,listed_count,3
convai_llm_agent_130,verified,False
convai_llm_agent_131,followers_count,117
convai_llm_agent_131,friends_count,148
convai_llm_agent_131,listed_count,0
convai_llm_agent_131,verified,False
convai_llm_agent_132,followers_count,431
convai_llm_agent_132,friends_count,756
convai_llm_agent_132,listed_count,13
convai_llm_agent_132,verified,False
convai_llm_agent_133,followers_count,280
convai_llm_agent_133,friends_count,546
convai_llm_agent_133,listed_count,5
convai_llm_agent_133,verified,False
convai_llm_agent_134,followers_count,2658
convai_llm_agent_134,friends_count,823
convai_llm_agent_134,listed_count,38
convai_llm_agent_134,verified,False
convai_llm_agent_135,followers_count,101
convai_llm_agent_135,friends_count,416
convai_llm_agent_135,listed_count,2
convai_llm_agent_135,verified,False
convai_llm_agent_136,followers_count,65
convai_llm_agent_136,friends_count,155
convai_llm_agent_136,listed_count,1
convai_llm_agent_136,verified,False
convai_llm_agent_137,followers_count,473
convai_llm_agent_137,friends_count,554
convai_llm_agent_137,listed_count,11
convai_llm_agent_137,verified,False
convai_llm_agent_138,followers_count,318
convai_llm_agent_138,friends_count,888
convai_llm_agent_138,listed_count,1
convai_llm_agent_138,verified,False
convai_llm_agent_139,followers_count,1599
convai_llm_agent_139,friends_count,751
convai_llm_agent_139,listed_count,1
convai_llm_agent_139,verified,False
convai_llm_agent_140,followers_count,231
convai_llm_agent_140,friends_count,153
convai_llm_agent_140,listed_count,0
convai_llm_agent_140,verified,False
convai_llm_agent_141,followers_count,9298
convai_llm_agent_141,friends_count,1297
convai_llm_agent_141,listed_count,12
convai_llm_agent_141,verified,False
convai_llm_agent_142,followers_count,100
convai_llm_agent_142,friends_count,135
convai_llm_agent_142,listed_count,0
convai_llm_agent_142,verified,False
convai_llm_agent_143,followers_count,531
convai_llm_agent_143,friends_count,580
convai_llm_agent_143,listed_count,6
convai_llm_agent_143,verified,False
convai_llm_agent_144,followers_count,91
convai_llm_agent_144,friends_count,266
convai_llm_agent_144,listed_count,0
convai_llm_agent_144,verified,False
convai_llm_agent_145,followers_count,736
convai_llm_agent_145,friends_count,1583
convai_llm_agent_145,listed_count,113
convai_llm_agent_145,verified,False
convai_llm_agent_146,followers_count,490
convai_llm_agent_146,friends_count,1044
convai_llm_agent_146,listed_count,15
convai_llm_agent_146,verified,False
convai_llm_agent_147,followers_count,318
convai_llm_agent_147,friends_count,1489
convai_llm_agent_147,listed_count,9
convai_llm_agent_147,verified,False
convai_llm_agent_148,followers_count,25
convai_llm_agent_148,friends_count,105
convai_llm_agent_148,listed_count,0
convai_llm_agent_148,verified,False
convai_llm_agent_149,followers_count,173267
convai_llm_agent_149,friends_count,339
convai_llm_agent_149,listed_count,1966
convai_llm_agent_149,verified,True
convai_llm_agent_150,followers_count,6558
convai_llm_agent_150,friends_count,1868
convai_llm_agent_150,listed_count,103
convai_llm_agent_150,verified,False
convai_llm_agent_151,followers_count,33104
convai_llm_agent_151,friends_count,474
convai_llm_agent_151,listed_count,677
convai_llm_agent_151,verified,False
convai_llm_agent_152,followers_count,55566
convai_llm_agent_152,friends_count,869
convai_llm_agent_152,listed_count,1002
convai_llm_agent_152,verified,False
convai_llm_agent_153,followers_count,330
convai_llm_agent_153,friends_count,295
convai_llm_agent_153,listed_count,3
convai_llm_agent_153,verified,False
convai_llm_agent_154,followers_count,61020
convai_llm_agent_154,friends_count,363
convai_llm_agent_154,listed_count,1121
convai_llm_agent_154,verified,False
convai_llm_agent_155,followers_count,10376
convai_llm_agent_155,friends_count,812
convai_llm_agent_155,listed_count,460
convai_llm_agent_155,verified,True
convai_llm_agent_156,followers_count,345
convai_llm_agent_156,friends_count,252
convai_llm_agent_156,listed_count,3
convai_llm_agent_156,verified,False
convai_llm_agent_157,followers_count,89
convai_llm_agent_157,friends_count,333
convai_llm_agent_157,listed_count,1
convai_llm_agent_157,verified,False
convai_llm_agent_158,followers_count,39
convai_llm_agent_158,friends_count,138
convai_llm_agent_158,listed_count,0
convai_llm_agent_158,verified,False
convai_llm_agent_159,followers_count,1607
convai_llm_agent_159,friends_count,1115
convai_llm_agent_159,listed_count,16
convai_llm_agent_159,verified,False
convai_llm_agent_160,followers_count,238
convai_llm_agent_160,friends_count,410
convai_llm_agent_160,listed_count,6
convai_llm_agent_160,verified,False
convai_llm_agent_161,followers_count,1611
convai_llm_agent_161,friends_count,217
convai_llm_agent_161,listed_count,29
convai_llm_agent_161,verified,True
convai_llm_agent_162,followers_count,22514
convai_llm_agent_162,friends_count,19519
convai_llm_agent_162,listed_count,126
convai_llm_agent_162,verified,False
convai_llm_agent_163,followers_count,1127
convai_llm_agent_163,friends_count,1854
convai_llm_agent_163,listed_count,13
convai_llm_agent_163,verified,False
convai_llm_agent_164,followers_count,42
convai_llm_agent_164,friends_count,87
convai_llm_agent_164,listed_count,0
convai_llm_agent_164,verified,False
convai_llm_agent_165,followers_count,1
convai_llm_agent_165,friends_count,47
convai_llm_agent_165,listed_count,0
convai_llm_agent_165,verified,False
convai_llm_agent_166,followers_count,473
convai_llm_agent_166,friends_count,78
convai_llm_agent_166,listed_count,5
convai_llm_agent_166,verified,False
convai_llm_agent_167,followers_count,23
convai_llm_agent_167,friends_count,169
convai_llm_agent_167,listed_count,0
convai_llm_agent_167,verified,False
convai_llm_agent_168,followers_count,204
convai_llm_agent_168,friends_count,620
convai_llm_agent_168,listed_count,9
convai_llm_agent_168,verified,False
convai_llm_agent_169,followers_count,33
convai_llm_agent_169,friends_count,73
convai_llm_agent_169,listed_count,0
convai_llm_agent_169,verified,False
convai_llm_agent_170,followers_count,11420
convai_llm_agent_170,friends_count,584
convai_llm_agent_170,listed_count,11
convai_llm_agent_170,verified,False
convai_llm_agent_171,followers_count,71
convai_llm_agent_171,friends_count,47
convai_llm_agent_171,listed_count,0
convai_llm_agent_171,verified,False
convai_llm_agent_172,followers_count,13
convai_llm_agent_172,friends_count,68
convai_llm_agent_172,listed_count,1
convai_llm_agent_172,verified,False
convai_llm_agent_173,followers_count,224
convai_llm_agent_173,friends_count,139
convai_llm_agent_173,listed_count,0
convai_llm_agent_173,verified,False
convai_llm_agent_174,followers_count,1705
convai_llm_agent_174,friends_count,2001
convai_llm_agent_174,listed_count,110
convai_llm_agent_174,verified,False
convai_llm_agent_175,followers_count,145
convai_llm_agent_175,friends_count,193
convai_llm_agent_175,listed_count,1
convai_llm_agent_175,verified,False
convai_llm_agent_176,followers_count,132
convai_llm_agent_176,friends_count,115
convai_llm_agent_176,listed_count,2
convai_llm_agent_176,verified,False
convai_llm_agent_177,followers_count,8
convai_llm_agent_177,friends_count,76
convai_llm_agent_177,listed_count,0
convai_llm_agent_177,verified,False
convai_llm_agent_178,followers_count,376
convai_llm_agent_178,friends_count,797
convai_llm_agent_178,listed_count,6
convai_llm_agent_178,verified,False
convai_llm_agent_179,followers_count,93
convai_llm_agent_179,friends_count,237
convai_llm_agent_179,listed_count,0
convai_llm_agent_179,verified,False
convai_llm_agent_180,followers_count,54
convai_llm_agent_180,friends_count,143
convai_llm_agent_180,listed_count,0
convai_llm_agent_180,verified,False
convai_llm_agent_181,followers_count,41
convai_llm_agent_181,friends_count,183
convai_llm_agent_181,listed_count,0
convai_llm_agent_181,verified,False
convai_llm_agent_182,followers_count,3660
convai_llm_agent_182,friends_count,2646
convai_llm_agent_182,listed_count,18
convai_llm_agent_182,verified,False
convai_llm_agent_183,followers_count,125
convai_llm_agent_183,friends_count,100
convai_llm_agent_183,listed_count,0
convai_llm_agent_183,verified,False
convai_llm_agent_184,followers_count,2347
convai_llm_agent_184,friends_count,973
convai_llm_agent_184,listed_count,66
convai_llm_agent_184,verified,False
convai_llm_agent_185,followers_count,197
convai_llm_agent_185,friends_count,221
convai_llm_agent_185,listed_count,0
convai_llm_agent_185,verified,False
convai_llm_agent_186,followers_count,134
convai_llm_agent_186,friends_count,198
convai_llm_agent_186,listed_count,2
convai_llm_agent_186,verified,False
convai_llm_agent_187,followers_count,64
convai_llm_agent_187,friends_count,201
convai_llm_agent_187,listed_count,0
convai_llm_agent_187,verified,False
convai_llm_agent_188,followers_count,284
convai_llm_agent_188,friends_count,1808
convai_llm_agent_188,listed_count,3
convai_llm_agent_188,verified,False
convai_llm_agent_189,followers_count,192
convai_llm_agent_189,friends_count,776
convai_llm_agent_189,listed_count,2
convai_llm_agent_189,verified,False
convai_llm_agent_190,followers_count,502
convai_llm_agent_190,friends_count,2001
convai_llm_agent_190,listed_count,1
convai_llm_agent_190,verified,False
convai_llm_agent_191,followers_count,4780
convai_llm_agent_191,friends_count,4737
convai_llm_agent_191,listed_count,29
convai_llm_agent_191,verified,False
convai_llm_agent_192,followers_count,1363
convai_llm_agent_192,friends_count,1955
convai_llm_agent_192,listed_count,37
convai_llm_agent_192,verified,False
convai_llm_agent_193,followers_count,178
convai_llm_agent_193,friends_count,535
convai_llm_agent_193,listed_count,2
convai_llm_agent_193,verified,False
convai_llm_agent_194,followers_count,1118
convai_llm_agent_194,friends_count,743
convai_llm_agent_194,listed_count,2
convai_llm_agent_194,verified,False
convai_llm_agent_195,followers_count,619
convai_llm_agent_195,friends_count,550
convai_llm_agent_195,listed_count,37
convai_llm_agent_195,verified,False
convai_llm_agent_196,followers_count,312
convai_llm_agent_196,friends_count,570
convai_llm_agent_196,listed_count,3
convai_llm_agent_196,verified,False
convai_llm_agent_197,followers_count,1442
convai_llm_agent_197,friends_count,1987
convai_llm_agent_197,listed_count,36
convai_llm_agent_197,verified,False
convai_llm_agent_198,followers_count,662
convai_llm_agent_198,friends_count,685
convai_llm_agent_198,listed_count,68
convai_llm_agent_198,verified,False
