agent,attribute,value
convai_agent_235,pusr,0.000175
convai_agent_236,pusr,6e-06
convai_agent_237,pusr,7e-06
convai_agent_238,pusr,0.000179
convai_agent_239,pusr,2.2e-05
convai_agent_240,pusr,0.000526
convai_agent_241,pusr,2.9e-05
convai_agent_242,pusr,1.1e-05
convai_agent_243,pusr,0.000188
convai_agent_244,pusr,0.000696
convai_agent_245,pusr,2.2e-05
convai_agent_246,pusr,0.010494
convai_agent_247,pusr,1.8e-05
convai_agent_248,pusr,1.9e-05
convai_agent_249,pusr,1e-05
convai_agent_250,pusr,0.000353
convai_agent_251,pusr,0.000525
convai_agent_252,pusr,0.000524
convai_agent_253,pusr,0.005063
convai_agent_254,pusr,0.003055
convai_agent_255,pusr,0.000213
convai_agent_256,pusr,0.000561
convai_agent_257,pusr,0.000192
convai_agent_258,pusr,0.00073
convai_agent_259,pusr,3.5e-05
convai_agent_260,pusr,4e-06
convai_agent_261,pusr,0.000823
convai_agent_262,pusr,4.5e-05
convai_agent_263,pusr,4e-06
convai_agent_264,pusr,0.000522
convai_agent_265,pusr,0.004892
convai_agent_266,pusr,1.6e-05
convai_agent_267,pusr,0.000208
convai_agent_268,pusr,6e-06
convai_agent_269,pusr,3e-06
convai_agent_270,pusr,2.4e-05
convai_agent_271,pusr,0.00087
convai_agent_272,pusr,7e-06
convai_agent_273,pusr,0.000357
convai_agent_274,pusr,0.00088
convai_agent_275,pusr,3e-06
convai_agent_276,pusr,0.000534
convai_agent_277,pusr,6e-06
convai_agent_278,pusr,0.00018
convai_agent_279,pusr,0.000177
convai_agent_280,pusr,0.000692
convai_agent_281,pusr,0.000191
convai_agent_282,pusr,0.000176
convai_agent_283,pusr,0.000708
convai_agent_284,pusr,0.017057
convai_agent_285,pusr,0.001036
convai_agent_286,pusr,0.000381
convai_agent_287,pusr,0.000356
convai_agent_288,pusr,0.000525
convai_agent_289,pusr,0.002848
convai_agent_290,pusr,2.4e-05
convai_agent_291,pusr,0.001383
convai_agent_292,pusr,9e-06
convai_agent_293,pusr,2e-06
convai_agent_294,pusr,0.028502
convai_agent_295,pusr,7e-06
convai_agent_296,pusr,0.018868
convai_agent_297,pusr,0.000192
convai_agent_298,pusr,5e-06
convai_agent_299,pusr,1e-05
convai_agent_300,pusr,0.000195
convai_agent_301,pusr,0.00019
convai_agent_302,pusr,7e-06
convai_agent_303,pusr,0.000178
convai_agent_304,pusr,9e-06
convai_agent_305,pusr,0.004917
convai_agent_306,pusr,3e-06
convai_agent_307,pusr,0.000212
convai_agent_308,pusr,1.4e-05
convai_agent_309,pusr,1.3e-05
convai_agent_310,pusr,0.000703
convai_agent_311,pusr,2.8e-05
convai_agent_312,pusr,0.000387
convai_agent_313,pusr,0.0
convai_agent_314,pusr,1e-06
convai_agent_315,pusr,0.00865
convai_agent_316,pusr,1e-05
convai_agent_317,pusr,0.001049
convai_agent_318,pusr,0.001046
convai_agent_319,pusr,5e-06
convai_agent_320,pusr,0.000181
convai_agent_321,pusr,1e-06
convai_agent_322,pusr,5e-06
convai_agent_323,pusr,2e-05
convai_agent_324,pusr,0.00071
convai_agent_325,pusr,0.010999
convai_agent_326,pusr,0.000365
convai_agent_327,pusr,0.02181
convai_agent_328,pusr,0.000207
convai_agent_329,pusr,3.5e-05
convai_agent_330,pusr,0.000592
convai_agent_331,pusr,0.000694
convai_agent_332,pusr,0.000705
convai_agent_333,pusr,0.002555
convai_agent_334,pusr,2.6e-05
convai_agent_335,pusr,0.001045
convai_agent_336,pusr,0.000199
convai_agent_337,pusr,0.001728
convai_agent_338,pusr,0.000863
convai_agent_339,pusr,0.0007
convai_agent_340,pusr,0.006423
convai_agent_341,pusr,1.5e-05
convai_agent_342,pusr,0.00105
convai_agent_343,pusr,0.001245
convai_agent_344,pusr,0.000375
convai_agent_345,pusr,5.3e-05
convai_agent_346,pusr,0.000537
convai_agent_347,pusr,0.007253
convai_agent_348,pusr,1.9e-05
convai_agent_349,pusr,2.5e-05
convai_agent_350,pusr,8e-06
convai_agent_351,pusr,0.013524
convai_agent_352,pusr,0.002225
convai_agent_353,pusr,0.003353
convai_agent_354,pusr,4.3e-05
convai_agent_355,pusr,0.001037
convai_agent_356,pusr,0.001571
convai_agent_357,pusr,0.000565
convai_agent_358,pusr,5.4e-05
convai_agent_359,pusr,0.000195
convai_agent_360,pusr,0.00022
convai_agent_361,pusr,0.002203
convai_agent_362,pusr,0.002218
convai_agent_363,pusr,0.003175
convai_agent_364,pusr,0.00021
convai_agent_365,pusr,3.1e-05
convai_agent_366,pusr,0.000592
convai_agent_367,pusr,0.000349
convai_agent_368,pusr,6.2e-05
convai_agent_369,pusr,0.000871
convai_agent_370,pusr,7e-06
convai_agent_371,pusr,0.000373
convai_agent_372,pusr,5.1e-05
convai_agent_373,pusr,0.000373
convai_agent_374,pusr,3.8e-05
convai_agent_375,pusr,0.004126
convai_agent_376,pusr,0.000207
convai_agent_377,pusr,0.00121
convai_agent_378,pusr,0.000699
convai_agent_379,pusr,0.002429
convai_agent_380,pusr,1e-05
convai_agent_381,pusr,0.000353
convai_agent_382,pusr,0.000872
convai_agent_383,pusr,0.01965
convai_agent_384,pusr,0.001542
convai_agent_385,pusr,0.001038
convai_agent_386,pusr,1.8e-05
convai_agent_387,pusr,0.000207
convai_agent_388,pusr,0.004297
convai_agent_389,pusr,0.000191
convai_agent_390,pusr,1.1e-05
convai_agent_391,pusr,0.00019
convai_agent_392,pusr,0.001877
convai_agent_393,pusr,0.007946
convai_agent_394,pusr,0.000527
convai_agent_395,pusr,0.027279
convai_agent_396,pusr,8e-06
convai_agent_397,pusr,1.5e-05
convai_agent_398,pusr,0.000612
convai_agent_399,pusr,0.000186
convai_agent_400,pusr,0.01051
convai_agent_401,pusr,0.000211
convai_agent_402,pusr,0.003657
convai_agent_403,pusr,3.6e-05
convai_agent_404,pusr,1.2e-05
convai_agent_405,pusr,0.000557
convai_agent_406,pusr,2.7e-05
convai_agent_407,pusr,0.000195
convai_agent_408,pusr,0.002905
convai_agent_409,pusr,0.014929
convai_agent_410,pusr,0.002584
convai_agent_411,pusr,0.000713
convai_agent_412,pusr,0.000208
convai_agent_413,pusr,1.2e-05
convai_agent_414,pusr,0.000347
convai_agent_415,pusr,0.000367
convai_agent_416,pusr,0.000192
convai_agent_417,pusr,0.012995
convai_agent_418,pusr,0.00036
convai_agent_419,pusr,0.000358
convai_agent_420,pusr,0.000401
convai_agent_421,pusr,0.000194
convai_agent_422,pusr,0.000533
convai_agent_423,pusr,0.000546
convai_agent_424,pusr,2.1e-05
convai_agent_425,pusr,0.00475
convai_agent_426,pusr,0.000211
convai_agent_427,pusr,0.000208
convai_agent_428,pusr,0.000525
convai_agent_429,pusr,0.004556
convai_agent_430,pusr,2.7e-05
convai_agent_431,pusr,0.00053
convai_agent_432,pusr,0.000887
convai_agent_433,pusr,4.3e-05
convai_agent_434,pusr,0.000531
convai_agent_435,pusr,0.000356
convai_agent_436,pusr,0.002914
convai_agent_437,pusr,0.000206
convai_agent_438,pusr,2.9e-05
convai_agent_439,pusr,0.00104
convai_agent_440,pusr,0.000195
convai_agent_441,pusr,3.6e-05
convai_agent_442,pusr,5e-06
convai_agent_443,pusr,4.6e-05
convai_agent_444,pusr,0.003355
convai_agent_445,pusr,0.000413
convai_agent_446,pusr,0.000716
convai_agent_447,pusr,0.001875
convai_agent_448,pusr,0.000352
convai_agent_449,pusr,0.006956
convai_agent_450,pusr,0.000222
convai_agent_451,pusr,8e-06
convai_agent_452,pusr,3.4e-05
convai_agent_453,pusr,3.1e-05
convai_agent_454,pusr,3.1e-05
convai_agent_455,pusr,0.000125
convai_agent_456,pusr,0.005371
convai_agent_457,pusr,0.000191
convai_agent_458,pusr,0.000388
convai_agent_459,pusr,2.6e-05
convai_agent_460,pusr,0.009281
convai_agent_461,pusr,0.000381
convai_agent_462,pusr,2.9e-05
convai_agent_463,pusr,0.000712
convai_agent_464,pusr,0.000182
convai_agent_465,pusr,0.000358
convai_agent_466,pusr,1e-05
convai_agent_467,pusr,0.00035
convai_agent_468,pusr,2.3e-05
convai_agent_469,pusr,0.000709
convai_agent_470,pusr,0.001718
convai_agent_471,pusr,0.000549
convai_agent_472,pusr,5.4e-05
convai_agent_473,pusr,0.007261
convai_agent_474,pusr,0.010107
convai_agent_475,pusr,1.6e-05
convai_agent_476,pusr,0.000377
convai_agent_477,pusr,0.000209
convai_agent_478,pusr,0.024747
convai_agent_479,pusr,0.000524
convai_agent_480,pusr,0.010374
convai_agent_481,pusr,5e-06
convai_agent_482,pusr,0.000374
convai_agent_483,pusr,0.000541
convai_agent_484,pusr,5.7e-05
convai_agent_485,pusr,0.012466
convai_agent_486,pusr,1.1e-05
convai_agent_487,pusr,0.000189
convai_agent_488,pusr,4.9e-05
convai_agent_489,pusr,0.00781
convai_agent_490,pusr,0.000372
convai_agent_491,pusr,0.004343
convai_agent_492,pusr,1.3e-05
convai_agent_493,pusr,3.4e-05
convai_agent_494,pusr,3.7e-05
convai_agent_495,pusr,0.000357
convai_agent_496,pusr,0.025386
convai_agent_497,pusr,0.000574
convai_agent_498,pusr,0.001709
convai_agent_499,pusr,3.1e-05
convai_agent_500,pusr,0.002043
convai_agent_501,pusr,1.5e-05
convai_agent_502,pusr,2.8e-05
convai_agent_503,pusr,0.00042
convai_agent_504,pusr,4.9e-05
convai_agent_505,pusr,0.033221
convai_agent_506,pusr,0.000526
convai_agent_507,pusr,0.010491
convai_agent_508,pusr,0.000182
convai_agent_509,pusr,2.4e-05
convai_agent_510,pusr,0.00024
convai_agent_511,pusr,0.006964
convai_agent_512,pusr,0.000875
convai_agent_513,pusr,3e-05
convai_agent_514,pusr,0.00036
convai_agent_515,pusr,1.6e-05
convai_agent_516,pusr,0.002378
convai_agent_517,pusr,3.1e-05
convai_agent_518,pusr,0.000369
convai_agent_519,pusr,0.006102
convai_agent_520,pusr,0.000232
convai_agent_521,pusr,0.012728
convai_agent_522,pusr,2.4e-05
convai_agent_523,pusr,1.9e-05
convai_agent_524,pusr,0.003851
convai_agent_525,pusr,0.000182
convai_agent_526,pusr,3e-06
convai_agent_527,pusr,0.001091
convai_agent_528,pusr,0.000364
convai_agent_529,pusr,0.00036
convai_agent_530,pusr,0.000733
convai_agent_531,pusr,2.4e-05
convai_agent_532,pusr,3e-06
convai_agent_533,pusr,0.000722
convai_agent_534,pusr,0.000719
convai_agent_535,pusr,0.000189
convai_agent_536,pusr,3.2e-05
convai_agent_537,pusr,0.000203
convai_agent_538,pusr,0.003025
convai_agent_539,pusr,0.032916
convai_agent_540,pusr,2.7e-05
convai_agent_541,pusr,0.007731
convai_agent_542,pusr,0.015526
convai_agent_543,pusr,0.008788
convai_agent_544,pusr,2.4e-05
convai_agent_545,pusr,2e-06
convai_agent_546,pusr,0.009179
convai_agent_547,pusr,0.000378
convai_agent_548,pusr,8e-06
convai_agent_549,pusr,0.000896
convai_agent_550,pusr,3.3e-05
convai_agent_551,pusr,0.000201
convai_agent_552,pusr,0.000207
convai_agent_553,pusr,0.010322
convai_agent_554,pusr,3.2e-05
convai_agent_555,pusr,0.001201
convai_agent_556,pusr,0.00079
convai_agent_557,pusr,3.5e-05
convai_agent_558,pusr,0.001917
convai_agent_559,pusr,0.000242
convai_agent_560,pusr,0.00018
convai_agent_561,pusr,8e-06
convai_agent_562,pusr,3.4e-05
convai_agent_563,pusr,0.000354
convai_agent_564,pusr,0.000871
convai_agent_565,pusr,0.006809
convai_agent_566,pusr,1.9e-05
convai_agent_567,pusr,0.000718
convai_agent_568,pusr,0.001702
convai_agent_569,pusr,0.00237
convai_agent_570,pusr,0.00018
convai_agent_571,pusr,0.000531
convai_agent_572,pusr,0.000185
convai_agent_573,pusr,1.9e-05
convai_agent_574,pusr,0.000182
convai_agent_575,pusr,0.000353
convai_agent_576,pusr,1.3e-05
convai_agent_577,pusr,0.001933
convai_agent_578,pusr,0.000743
convai_agent_579,pusr,0.005004
convai_agent_580,pusr,0.001424
convai_agent_581,pusr,0.000759
convai_agent_582,pusr,0.00019
convai_agent_583,pusr,0.000549
convai_agent_584,pusr,0.000204
convai_agent_585,pusr,0.00039
convai_agent_586,pusr,0.012107
convai_agent_587,pusr,0.000567
convai_agent_588,pusr,0.000883
convai_agent_589,pusr,3.1e-05
convai_agent_590,pusr,0.000201
convai_agent_591,pusr,1.5e-05
convai_agent_592,pusr,0.00039
convai_agent_593,pusr,0.0002
convai_agent_594,pusr,0.00073
convai_agent_595,pusr,1.6e-05
convai_agent_596,pusr,0.000196
convai_agent_597,pusr,1.1e-05
convai_agent_598,pusr,0.000356
convai_agent_599,pusr,0.00121
convai_agent_600,pusr,0.000203
